metric,value
false_positives_value,#: 510-002-02-01-0002-00 Improvements: Residential Dwelling Attorney: LAW OFFICE OF GREGO-
false_positives_value,"590 Bethlehem Pike, Suite D, Colmar, PA 18915."
false_positives_value,"314 W. 9th St., Bethlehem, PA 18015 in Northampton County."
false_positives_value,"85 ½) DEGREES WEST, FORTY-SIX AND FOUR-TENTHS (46.4) PERCHES TO A STONE IN SAID PUBLIC ROAD; THENCE ALONG THE LINE OF LANDS OF REILY BOGNER SOUTH (25) DEGREES EAST TWENTY-FIVE FIFTY-SEVEN (57) PERCHES TO A STONE; THENCE ALONG LANDS OF SAME SOUTH SEVENTEEN (17) DEGREES WEST THIRTY-SIX AND EIGHT-TENTHS (36.8) PERCHES TO A STONE;"
false_positives_value,"up to help the Law Foundation’s support initiatives that ensure some of our most vulnerable community members have equal access to justice and that local youth have opportunities to grow, learn and thrive."
false_positives_value,"904 Pleasant Avenue, Port Vue, PA 15133."
false_positives_value,"Eric Anthony Rauscher, 2706 South Park Rd., Bethel Park, PA 15102"
false_positives_value,"2/26/2024, for"
false_positives_value,"837-2013 Luke Hensel vs. Sarah Hensel Custody Trial - Remainder of Trial Plaintiff Attorney: John D. Lalley, Esq. Defense Attorney: Anne Marie Howells, Esq. 10:00 AM Docket #: 1030-2014 Sarah Hensel vs. Luke Hensel Custody Trial Plaintiff Attorney: Anne Marie Howells, Esq. Defense Attorney: John Lalley, Esq. 10:30 AM Docket #: 1397-2016"
false_positives_value,7053
false_positives_value,"08021-0059----000 Owner(s) of Property Situate in Conewago Township, Adams County, Pennsylvania Improvements Thereon: Residential Dwelling Judgment Amount: $173,882.63 Attorneys for Plaintiff: Brock & Scott,"
false_positives_value,"$4,410.00."
false_positives_value,"17600, Page 276, Block & Lot 350-E-160. 37."
false_positives_value,"0 0 8 , 3 3 $ a r u g e S d l a r e G n i b o n I"
false_positives_value,"525 West Second Street, Hummelstown PA 17036 BEING THE SAME PREMISES which Donald S. Chappell and Deborah A. Chappell, husband and wife, by their deed dated May 4, 2017, and recorded May 24, 2017 in the Office of the Recorder of Deeds of and for Dauphin County Pennsylvania at Instrument Number 20170013177, conveyed unto Donald S. Chappell."
false_positives_value,"Michael S. Butler, 318 S. Main Street, Butler, PA 16001"
false_positives_value,229500.00 Greene Twp 1.00 Greene Twp 1.00 Dingman Twp 230000.00
false_positives_value,"226 Church Road, Hatfield, PA 19440."
false_positives_value,"14-3-26U; 1900; 2 STORY; DETACH;VINYL ALL that certain messuage, tenement and tract of land situate in the Township of Walker, County of Centre, Commonwealth of Pennsyl- vania, being bounded and described as follows to-wit: BEGINNING at an iron pin found at the south- ern line of lands now or formerly of Scott A. Strouse and the northwestern corner of lands now or formerly of Judy J. Coder; thence along lands now or formerly of Judy J. Coder, South 24° 29’ 00”"
false_positives_value,"Michael C. Giordano, Street, Esquire, 221 W. Main m8-22 Mechanicsburg, PA 17055 a/k/a DONALD ESTATE OF DONALD R. TINSMAN, JR."
false_positives_value,"16, 2023, a petition was filed in the above Court, seeking transfer of title to a 2004 U-Kart Concrete Mixer Trailer, VIN 4MFMA15214W002097, from John Doe, an unknown individual, to the Butler Area Sewer Authority free and clear of any liens or security interests held by any unknown party."
false_positives_value,# 4-AS-48/CTRL #71-026040 & MAP # 4-AS-49/CTRL
false_positives_value,"a)(1), (6), or (8), the Trial Court shall not consider any efforts by the parent to remedy the conditions described therein which are first initiated subsequent to the giving of notice of the filing of the petition."
false_positives_value,594.
false_positives_value,"11184, Page 442."
false_positives_value,"3 4 - M A R C H 7 , 2 0 2 4 W A S H I N G T O N C O U N T Y R E P O R T S 14 WASHINGTON COUNTY REPORTS NOTICE OF JAMES ROMAN Register of Wills and Ex-Officio Clerk of the Orphans’ Court Division, Court of the Common Pleas, Washington, Pennsylvania"
false_positives_value,"14 4/5/24 VINCENT A. RONGIONE, ESQUIRE Register of Wills and Clerk of Orphans’ Court Division Apr. 5, 12 CHANGE OF NAME IN THE COURT OF COMMON PLEAS OF DELAWARE COUNTY, PENNSYLVANIA NO."
false_positives_value,"29-02-0172 TAX SUBJECT to all Rights of Ways, Exceptions, Reservations and prior conveyances as excepted and reserved or conveyed in this or prior conveyances of record, and excepting all prior conveyances of real estate as the same are recorded,"
false_positives_value,"103 Sunset Drive, New Hope, PA 18938."
false_positives_value,202020947; WRIT/EXEC.
false_positives_value,30 Exhibit 57.
false_positives_value,Beth D Bosley 249
false_positives_value,"217 Centre Street, Parryville, PA 18244."
false_positives_value,8 5 6 0 1 7 6 5 1 7 6 3 5 7 6 5 1 8 6 8 1 8 6 2 9 8 6 0 1 9 6 3 4 9 6 9 5 9 6 1 9 9 6 2 9 9 6 BERKS COUNTY LAW JOURNAL LEGAL NOTICES11/23/2023Vol.
false_positives_value,37-00-02409-07-4.
false_positives_value,"16, 23, 30 22 2023 BCBA11/16/23 BUCKS COUNTY LAW REPORTER Vol."
false_positives_value,t r a M m u m
false_positives_value,500 • Single Issue ....................................................
false_positives_value,1/15/2021 •
false_positives_value,"1306, Doylestown, PA 18901"
false_positives_value,23 16226; Michael D. Dautrich. (MSF).
false_positives_value,29th Ward of the City of Pittsburgh: Having erected thereon a dwelling being known and numbered
false_positives_value,"3, 2024 AND that distribution will be made in accordance with the schedule unless exceptions are filed thereto within ten (10) days thereafter."
false_positives_value,180500.00 Dingman Twp 216000.00
false_positives_value,"389-2020 • Commonwealth of PA vs. Susan Beam Sentencing - * Plaintiff Attorney: District Attorney Defense Attorney: Robert Bernathy, Esq. 9:00 AM Docket #: 216-2020 Commonwealth of PA vs. Patrice Clinton Sentencing Plaintiff Attorney: District Attorney Defense Attorney: Robert Saurman, Esq. 9:00 AM Docket #: 277-2020 Commonwealth of PA vs. Marcus Purdy Sentencing Plaintiff Attorney: District Attorney Defense Attorney: Robert Munley, Esq. 9:00 AM Docket #: 294-2020 Commonwealth of PA vs. Joshua Kratz"
false_positives_value,"9 CARBON COUNTY LAW JOURNAL KEIPER, VINCENT G., SR., Dec’d."
false_positives_value,"161, No. 11 BEING more fully described in a Deed, dated 10/02/2000 and recorded 10/12/2000, among the land records of the county and state set forth above, in Deed Volume 5335 at Page 250."
false_positives_value,7 3 6 R D 5 1 T 6
false_positives_value,"38538607697321 TRACT NO. 1 ALL THAT CERTAIN 2-1/2 STORY BRICK DWELLING HOUSE AND LOT OR PIECE OF GROUND SITUATE ON THE EAST SIDE OF WARWICK STREET, IN THE TOWNSHIP OF COLEBROOKDALE, COUNTY OF BERKS AND STATE OF PENNSYLVANIA, BOUNDED ON THE NORTHWEST BY WARWICK STREET ON THE NORTHEAST BY LAND OF MERRITT LUMBER YARDS"
false_positives_value,"Peggy A. Maxwell, c/o Stephanie E. Chertok, Esquire, Allied Attorneys of Central Pennsylvania, LLC, 61 West Louther St., Carlisle, PA 17013"
false_positives_value,"30 FEET TO A POINT, THE PLACE OF BEGINNING."
false_positives_value,"Michael James Lucas Attorney: Sean M. Shultz, Esquire, SAIDIS, SHULTZ & FISHER, 100 Sterling Parkway, Suite 300, Mechanicsburg, PA m22-a5 17050; (717) 590-8529 ESTATE OF MERAL F. BAXTER, late of Hummelstown Borough, Dauphin County, PA (died: February 7, 2024)"
false_positives_value,"Lily Lee and Hyunki Kim, the United States of America."
false_positives_value,"$98,279.96."
false_positives_value,75-2021
false_positives_value,1 4 1 S o u
false_positives_value,"one’s intent is insufficient to preserve a claim filed beyond the statute of limitations, it is equally insufficient to preserve a claim where one has not complied with the clear procedural rule regardless of their intent."
false_positives_value,"133 Gaither Drive, Suite F Mt. Laurel, NJ 08054"
false_positives_value,"2023-27749, issued out of the Court of Common Pleas of Montgomery County, Pa., to me directed will be sold at a Public on-line auction conducted by Bid4Assets, 8757 Georgia Ave., Suite 520, Silver Springs, MD 20910."
false_positives_value,"thirty (30) days after sale and distribution will be made in accordance with the schedules, unless exceptions are filed thereto within ten (10) days after the filing of the schedules."
false_positives_value,52- 2-528.
false_positives_value,"15 Pa.C.S. Section 415 or 417, Battaglia Mechanical, corporation incorporated under the laws of the State of Delaware with its registered office in PA at c/o: Corporation Service Company, Dauphin County, file a Statement of Withdrawal of Foreign Registration with the Dept. of State."
false_positives_value,"1, 2024)"
false_positives_value,"Troy H. Smith c/o George Vasiliadis, Esquire, Vasiliadis Pappas Associates, LLC, 2551 Baglyos Circle, Suite A-14, Bethlehem, PA 18020"
false_positives_value,"31, 2024."
false_positives_value,"14945, Page 229."
false_positives_value,"16, 2001."
false_positives_value,"22032; THENCE ALONG THE WESTERN RIGHT-OF-WAY LINE PENNSYLVANIA LEGISLATIVE ROUTE 22032, SOUTH THREE DEGREES ZERO MINUTES EAST THENCE"
false_positives_value,"one, go to or telephone the office set forth below to find out where you can get legal help."
false_positives_value,"0473, as Instrument No. 2007109332."
false_positives_value,"118, Block and Lot 0446-H-00298-0000-00. 74."
false_positives_value,482-1400
false_positives_value,52 min.)
false_positives_value,28-005-087-027.
false_positives_value,"3305 Edgmont Avenue, Brookhaven, PA 19015."
false_positives_value,"2002 Highland Court, North Wales, PA 19454."
false_positives_value,"1 Roberts Avenue, Glenside, PA 19038."
false_positives_value,"2018 G-CTT NOT IN WRIT OF EXECUTION NO. 2023-01493 HLADIK ONORATO & FEDERMAN LLP PLAINTIFF'S ATTORNEY NOVEMBER 30, 2023 LEVIED ON THE FOLLOWING ALL THE RIGHT, TITLE, INTEREST AND CLAIM OF THE DEFENDANT (S) MICHAEL DONATO IN AND TO: ALL THAT CERTAIN piece or parcel of land situate in the City of Sharon, County of Mercer and Commonwealth of Pennsylvania, known as Lot Number Eighty-five (85) in Plan A, Revised, of the D.C. Stanbaugh Plan of Lots, and bounded and described as follows:"
false_positives_value,"17 W. Miner St. West Chester, PA 19382 SYLVIA PONN, dec’d."
false_positives_value,"0 0 1 , 0 2 $ ."
false_positives_value,"2201 Cullum Dr., City of Reading."
false_positives_value,"5 page 18, said piece of ground being more particularly bounded and described as follows: BEGINNING at a point on the Southeastern building line of Hill Road: said point being 197 feet 5/8 inches Southwest of the Southeast building corner of Hill Road and Steuben Road and being the northwest corner of Lot No. 41, in said plan of lots; thence extending east along the rear of Lots Nos 41, 42 and 43, property now or late of John B. Stevens, a distance of 123 feet 4 114 inches to a point, a corner of property now or late of Jacob B. Najarian; thence by a straight line in a Northwestern direction along the Southwest line of property now or late of said Jacob B. Najarian, a distance of 80 feet more or less to a point in the Southeast building line of Hill Road, said point being"
false_positives_value,1-800-692-7375 _______________________________________
false_positives_value,"8, 2023 Notice of Trust RE:"
false_positives_value,"610) 759-1530 Mar. 28 FICTITIOUS NAME REGISTRATION NOTICES NOTICE IS HEREBY GIVEN that a Registration of Fictitious Name was filed in the Department of State of the Commonwealth of Pennsylvania on February 15, 2024, for: CLINICAL HOURS SHEETS with a principal place of business located at: 4405 Pheasant Run Ct., Bethlehem, PA 18020 in Northamp- ton County."
false_positives_value,"1) ADAMS COUNTY LEGAL JOURNAL November 3, 2023 ADAMS COUNTY LEGAL JOURNAL (USPS 542-600) Designated for the Publication of Court and other Legal Notices."
false_positives_value,23 (SALE NO. 11) PLAINTIFF:
false_positives_value,"2/28/2024 for a foreign corporation by the name of and the registered address with a Commonwealth of Pennsylvania as follows: VOLANT PARTNERS, INC. c/o Registered Agent Solutions, Inc."
false_positives_value,"121 South 9th St., City of Reading."
false_positives_value,"12/7/2023 Funt, Dayton & Duckworth, P.C., 2045 Westgate Drive, Suite 404, Bethlehem, PA 18017"
false_positives_value,"717 Pond Street, Bristol, PA 19007."
false_positives_value,"Jane Ennis Kane c/o Kevin Kane, Esquire, 529 Fairfax Road, Drexel Hill, PA 19026."
false_positives_value,6 D R L L I H 7
false_positives_value,15000.00 Westfall Twp 235000.00 Milford Borough 55000.00 Delaware
false_positives_value,"11, 2001 and recorded on December 12, 2001 with the Dauphin County Recorder of Deeds as Book 4203, Page 28."
false_positives_value,"2017-22674, issued out of the Court of Common Pleas of Montgomery County, Pa., to me directed will be sold at a Public on-line auction conducted by Bid4Assets, 8757 Georgia Ave., Suite 520, Silver Springs, MD 20910."
false_positives_value,"23 16138; R. Alvarez, IPP."
false_positives_value,"623-625 Corporation II, said deed recorded on December 8, 2005, in the Northampton County Recorder of Deeds office in"
false_positives_value,570-373-3755
false_positives_value,"2024-68 Late of Hermitage, Mercer Co., PA Executrix: Lisa A. Muszinski, 879 Brandywine Drive, Hermitage, PA 16148"
false_positives_value,12 Holiday Reception.. ...............................
false_positives_value,"1200 Broadcasting Road, Suite 101 Wyomissing, PA 19610 ESTATE NOTICES L e"
false_positives_value,"123 Baltimore Street, Gettysburg, PA 17325 County, Pennsylvania Co-Administrators: Mark D. Bosley, Jr., 1076 Bon Ox Road, Gettysburg, PA 17325; Brandi L. Bosley, 65 Conewago Drive, Hanover, PA 17331 ESTATE OF KENNETH IVAN JONES, DEC’D ESTATE OF JEAN E. GUISE, DEC’D Attorney: Arthur J. Becker, Jr., Esq., Late of Butler Township, Adams County, Late of Berwick Township, Adams Pennsylvania County, Pennsylvania Co-Administrators: Connie L. Pell & Verner F. Jones, c/o Strausbaugh Law, PLLC, 1201 West Elm Avenue, Suite #2, Hanover, PA 17331"
false_positives_value,"1, 8, 15, 2023 Snyder, Michael Albert, deceased, of Bethal Park, PA."
false_positives_value,". C-48-CV-2020-08070 MCLP ASSET COMPANY, INC. vs. TADEUSZ WRZESINSKI, ANNA WRZESINSKI Property Address: 4005"
false_positives_value,"2328 Haymaker Road, Monroeville, PA 15146."
false_positives_value,44 —
false_positives_value,"55 521 021 JUDGMENT - $101,088.03 SEIZED AND TAKEN"
false_positives_value,"4802 Neshaminy Blvd., Ste. 9, Bensalem, PA 19020."
false_positives_value,"836, Barnegat Light, NJ 08006."
false_positives_value,"2) Improvements: Residential Dwelling Attorney: LOGS LEGAL GROUP, LLP, (610) 278-6800 WCR Vol 104 Issues 34,35,36 TWILIGHT PNC, NATIONAL ASSOCIATION vs BRIAN R. PENDO, AMANDA N. PENDO DOCKET #: 2023-3265 JUDGEMENT: $63,068.04 In the Commonwealth of Pennsylvania, Washington County, Twilight Borough; Address: 331 STATE STREET, CHAR-"
false_positives_value,2.7799 ACRES OF LAND.
false_positives_value,"7 Belfast Drive, North Wales, PA 19454."
false_positives_value,"4, 2021, whereby title became vested solely in Virginia Hendershot."
false_positives_value,"1255 Drummers Ln. St. 105 Wayne, PA 19087"
false_positives_value,"16.50 feet; thence along lands now or formerly of Darren E. Fye and Kathy M. Fye, North 70° 04’ 48” East, a distance of 48.06 feet to an iron pipe; thence along lands now or formerly of Scott A. Strouse, North 65° 53’ 59” East, a distance of 114.02 feet to the first men- tioned point and place of beginning."
false_positives_value,"2022-06123, issued out of the Court of Common Pleas of Montgomery County, Pa., to me directed will be sold at a Public on-line auction conducted by Bid4Assets, 8757 Georgia Ave., Suite 520, Silver Springs, MD 20910."
false_positives_value,"360 W. Main Street Trappe, PA 19426"
false_positives_value,"Audrey E. Lenker, 983 Specktown Road, Lykens, PA 17048; Wendy L. Henninger, 547 Locust Road, Elizabethville, PA 17023"
false_positives_value,Lisa Friedberg.
false_positives_value,"1735 Market Street, 51st Floor, Philadelphia, PA 19103 — 38 — Copyright © Montgomery Bar Association 2024 03/14/2024"
false_positives_value,1 8 1 E N I T S
false_positives_value,"9:00 AM, at Room 410 (Gold Room), Fourth Floor, Court House, City of Pittsburgh."
false_positives_value,m22-a5 here.
false_positives_value,111
false_positives_value,h F
false_positives_value,"294.00, 05/19/23 JACKSON, GEORGE V., Mem-"
false_positives_value,"08-00-01049-00 BEING known as 1530 Summit Street, Linwood, PA 19061."
false_positives_value,"601 Julia Dr., Canonsburg, PA 15317"
false_positives_value,"Kristen Olewine Milke Attorney: Elizabeth P. Mullaugh, Esquire, McNees Wallace & Nurick LLC, 100 Pine Street, P.O. Box 1166, Harrisburg, PA 17108-1166; (717) 232- m22-a5 8000 ESTATE OF JOHN ROBERT BORTEL, JR."
false_positives_value,"05003-0114---000 Owner(s) of Property Situate in Biglerville Borough, Adams County, Pennsylvania Improvements Thereon: Residential Dwelling Judgment Amount: $115,359.38 Attorneys for Plaintiff: Richard M. Squire & Associates, LLC, 115 West Avenue, Suite 104, Jenkintown, PA 19046"
false_positives_value,"12, 2024 Currently before this Court is a Motion for Summary Judgment filed by Additional Defendant Itron {1} and a Motion for Summary Judgment filed by Defendant West Penn Power."
false_positives_value,"002983—$2,579.73"
false_positives_value,"$251,108.93."
false_positives_value,376-L-170. 107.
false_positives_value,i S r e b m u N l e c r a P # e l a S G N
false_positives_value,9 deg.
false_positives_value,"30, 2024, the Plaintiff, above mentioned, by and through its attorneys, Davis & Davis, filed their Complaint averring the following described parcel of real estate."
false_positives_value,"2132 Market Street, Camp Hill, PA m8-22 17011"
false_positives_value,"Five Neshaminy Interplex, Suite 315, Trevose, PA 19053 FRIEZE, THOMAS R., dec’d."
false_positives_value,"3130 Wilshire Blvd., Ste. 600, Santa Monica, CA 90403."
false_positives_value,"13-047-027-000-0000 BEING THE SAME PREMISES WHICH Ann L. Kemper, by deed dated October 19, 2007 and recorded October 26, 2007 in the Office of the Recorder of Deeds in and for Dauphin County, Pennsylvania, Instrument No. 2007-0043220, granted and conveyed unto William O. Fisher."
false_positives_value,"241 Oakwood Avenue, State College, PA 16803 BEING TAX PARCEL NO. 0060258597 UNDER AND SUBJECT to the “Declaration of covenants, conditions and restrictions for regu- lation of common areas and open space and deed restrictions” of file in Miscellaneous Book 158, page 390 at the Centre County Recorder’s Office."
false_positives_value,"14 FEET WIDE ALLEY, -26- LEGAL NOTICES BERKS COUNTY LAW JOURNAL11/23/2023Vol."
false_positives_value,"200 Narberth, PA 19072 MARY J. BELDECOS, dec’d."
false_positives_value,"20, 2018 for Compliance Group 2."
false_positives_value,"1133-L-172; (Parcel 2) Having erected thereon a commercial office/apartments over building known and numbered as 121 S. 3rd Avenue, Elizabeth, PA 15037; Deed Book Volume 11939, Page 89."
false_positives_value,"twelve months or more have elapsed from the date of removal or placement, the conditions which led to the BERKS COUNTY LAW JOURNALIn Re: M.J.R., Jr. 64 Vol."
false_positives_value,82) at
false_positives_value,71
false_positives_value,"107.63 feet to a point in line of lands, now or late of Walter P. and Maria L. Moore; thence, extending along same and also along lands, now or late of Edward T. and Juanita Wilson and land, now or late of Marvin Watkins, North 54 degrees 36 minutes 30 seconds East 155.76 feet to a point in line of lands of SEPTA; thence, extending along same, South 28 degrees 45 minutes 5 seconds East 30.00 feet to a point, a corner of Lot No. 2; thence, extending along same, the two following courses and distances"
false_positives_value,"0 0 2 , 5 8 1 $ ."
false_positives_value,"68 Pa.C.S.A. §2101 et seq. may exercise its right to bid pursuant to 68 Pa.C.S.A. §2117(d)(2) through 68 Pa.C.S.A. §2117(d)(4) on certain properties listed for sale under the Municipal Claims and Tax Lien Law, 53 P.S. §7101"
false_positives_value,"vinyl siding, shingle roof, detached two-car garage and shed."
false_positives_value,"110 Cherry Street, Richlandtown, PA 18955."
false_positives_value,2022.
false_positives_value,"239 N. 7TH STREET, BANGOR, PA 18013 You are hereby notified that Plaintiff, U.S. BANK NATIONAL ASSOCIATION, SUCCESSOR-IN- INTEREST TO BANK OF AMERICA, N.A., SUCCESSOR BY MERGER TO LASALLE BANK, N.A., AS TRUSTEE FOR STRUCTURED ASSET INVEST- MENT LOAN TRUST, MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-4, has filed a Mortgage Foreclosure Complaint endorsed with a Notice to Defend, against you in the Court of Common Pleas of NORTH-"
false_positives_value,"Tracy Cornibe Schaffner Zunder & Associates PC 130 East Jefferson Street Butler PA 16001 BCLJ: June 16, 23, 30, 2023 Estate of: Dolores A Koegler a/k/a: Dolores Koegler Late of: Jefferson Township PA Administrator: Thomas J Koegler 111 Heck Road Sarver PA 16055"
false_positives_value,523-B-169. 28.
false_positives_value,"1210 Broadcasting Road, Suite 103, Wyomissing, PA 19610 COLVENBACH, KIMBERLY ELISE, dec’d."
false_positives_value,1: Tax Parcel No. 26-134.02- 058-000-000.
false_positives_value,"3 of 3) _______________________________________ to the is hereby given pursuant NOTICE provisions of Act 295 of December 16, 1982, P.L. 1309, that a Certificate was filed in the Office of the Secretary of the Commonwealth of Pennsylvania, at Harrisburg, Pennsylvania, on or about March 5, 2024, to conduct a business in the Fayette County, Pennsylvania, under assumed or fictitious name of Town Seafood & Chicken with the principal place of business at"
false_positives_value,"215-790-1010 of Allegheny, Borough"
false_positives_value,§5103.
false_positives_value,n t a r y o r L e
false_positives_value,"Andrew Katsock, Esq. 1:00 PM Docket #: 594-2020 Commonwealth of PA vs. John Curwood Arraignment Plaintiff Attorney: District Attorney Defense Attorney: Robert Bernathy, Esq."
false_positives_value,"28 NOTICE IS HEREBY GIVEN that a Registration of Fictitious Name was filed in the Department of State of the Commonwealth of Pennsylvania on February 5, 2024, for"
false_positives_value,9 9 7 7 9 6 3 6 0 3 5 2 0 8 0 4 6 7 9 9 7 7 9 6 3 6 0 3 5 2 0 9 0 4 6 4 2 9 8 7 9 6 3 6 0 3 5 2 0 0 1 4 6 2 3 1 1 8 9 6 3 6 0 3 5 2 0 5 1 4 6 1 4 1 1 8 9 6 3 6 0 3 5 2 0 6 1 4 6 7 8 5 5 8 9 6 3 6 0 3 5 2 0 5 2 4 6
false_positives_value,"18, 2019, in the Northampton County Recorder of Deeds office in"
false_positives_value,"4355, Allentown, PA 18105 HAAS, GRETCHEN, dec’d."
false_positives_value,28 as shown on the above mentioned plan.
false_positives_value,"215-790-1010 In the Commonwealth of Pennsylvania, County of Allegheny, Borough of Baldwin: Having erected thereon a dwelling being known and numbered as 156 Sunny Drive, Pittsburgh, Pennsylvania 15236."
false_positives_value,"47 in Keiser Addition to Point Marion, Pennsylvania, being in Block ""B"" of said Addition and fronts thirty five (35) feet on Boulevard on the South and extends along Keiser Avenue on the West and along Lot No."
false_positives_value,23 16269; Minos H. Galanos.
false_positives_value,"3949 N Cambridge Road, Jeffersonville, Vermont, 05464 and Kimberly A. Murdoch, 7 Louis Lane, Enola, Pennsylvania, 17025, Administratrices, or Law Office of Cole & Varano, 112 South Oak Street, Mount Carmel, Pennsylvania, 17851, Attorney."
false_positives_value,"Corey Ridgick c/o Carla J. Thomas, Esquire, 716 Washington St., Easton, PA 18042"
false_positives_value,401.
false_positives_value,"400 Maryland Drive, P.O. Box 7544, Fort Washington, PA 19034-7544 LANDIS, NAOMI D., dec’d."
false_positives_value,23 16222; Matthew M. Setley.
false_positives_value,"1982, A COPY OF WHICH IS RECORDED IN RECORD BOOK 1391, PAGE 358."
false_positives_value,"136 Firefly Cove, Lake Lure, NC 28746."
false_positives_value,"1, 2024, the Dauphin County Reporter advertising rates will be as follows: • Estate Notices $102.00 (runs 3 issues) • Corporate Notices $102.00 (runs 1 issue) • • Name Change $102.00 (runs 1 issue) • Miscellaneous $102.00 minimum | $2.50 per line when"
false_positives_value,75019 Plaintiff vs. B.D.
false_positives_value,"1216 Arizona Avenue, Natrona Heights, Pennsylvania 15065."
false_positives_value,23 15293; Timothy C. Bitting.
false_positives_value,"91 Whetstone Road, Horsham, PA 19053."
false_positives_value,"1, 8, 15, 2023 Mason, III, Harold H., deceased, of Pittsburgh, PA."
false_positives_value,660 CHESTNUT STREET KULPMONT PA 17834
false_positives_value,"5900 Balcones Dr., Ste. 4000, Austin, TX 78731-4257."
false_positives_value,5 page 47.
false_positives_value,220.
false_positives_value,"23-02261w Dec 8, 15, 22, 2023 Gmiter, Kimberly S., deceased, of South Park, PA."
false_positives_value,23 16190; Allan J. Aigeldinger III.
false_positives_value,14 4/5/24 BEING Premises:
false_positives_value,0615-P-00036-0000-00.
false_positives_value,"5 6 January 29, 2021 PIKE COUNTY LEGAL JOURNAL Vol. XIII, No."
false_positives_value,"3401 North Front Street, P.O. Box 5950, Harrisburg, m8-22 PA 17110-0950 CORPORATE NOTICES IS HEREBY GIVEN NOTICE that Cellese, Inc., a foreign corporation formed under the laws of the State of Delaware where its principal office is located at 1842 Barranca Pkwy, Irvine, CA 92606, has registered to do business in Pennsylvania with the Department of State of Pennsylvania, at Harrisburg, PA, on 3/8/24, under the provisions of Chapter 4 of the Association Transactions Act."
false_positives_value,11 Arraignments Juvenile Dependency 12 Juvenile Dependency 15
false_positives_value,"130 W. Lancaster Ave., P.O. Box 191, Wayne, PA 19087"
false_positives_value,52637
false_positives_value,"8, 15, 22, 2023 Nelson, Lindy D. a/k/a Lindy Nelson a/k/a Lynn Diane Nelson, deceased, of McCandless, PA."
false_positives_value,"$207,980.35."
false_positives_value,"10506 Assembly Drive, Fairfax, VA 22030, PATRICK C. MOORE, 21 Mine Hill Road, Schwenksville, PA 19473."
false_positives_value,202403558; Defendants Appeal from District Justice.
false_positives_value,"38 Id. 39 See Exhibit 58, Curriculum Vitae of Gerald A. Menaquale, Jr. 40 Exhibit 26."
false_positives_value,"abogados del condado de Dauphin 213 N. Calle Frontal Harrisburg, Pensilvania 17101"
false_positives_value,"0 0 0 , 1 1 $ T R E B O R D R"
false_positives_value,"3528 Harrisburg, Pensilvania 17111 ABOGADO DEL DEMANDANTE Teléfono: (717) 561-1939 Tribunal Supremo N° de cédula: 29029"
false_positives_value,"its Motion for Summary Judgment on November 30, 2023 but did not comply with local rule F.C.R. 1035.2(a)."
false_positives_value,"9802, Page 132."
false_positives_value,"4355, Allentown, PA 18105."
false_positives_value,"5, 12 CHANGE OF NAME IN THE COURT OF COMMON PLEAS OF DELAWARE COUNTY, PENNSYLVANIA CIVIL ACTION—LAW NO."
false_positives_value,"20, 27, March 5, 2024 KERNS, CURTIS O. a/k/a KERNS, CURTIS OWEN a/k/a KERNS, CURTIS 2024-84 Late of Sandy Lake, Mercer Co., PA Administrator: Curtis Samuel Kerns, 3326 N. Main Street, Sandy Lake, PA 16145"
false_positives_value,"218.11 feet, to a point, in the Westerly line of the aforementioned lands of 1100 First Avenue Associates, LP; thence, along the same; (23) South 01 degree 19 minutes 10 seconds East, 799.69 feet, to the point and place of beginning."
false_positives_value,"11 2023 in court room 703 City County Building 414 Grant St Pittsburgh,Pa. at 11:00am case"
false_positives_value,1½ STORY FRAME DWELLING WITH DETACHED 1 STORY FRAME GARAGE KNOWN AND NUMBERED AS
false_positives_value,"23 16192; P. Otoole, IPP."
false_positives_value,"4 feet wide pedestrian easement, 81.25 feet to the first mentioned point and place of Beginning."
false_positives_value,202403778; Petition.
false_positives_value,"0 0 0 , 4 $ a r u g e S d l a r e G n i b o n"
false_positives_value,22- 0981.
false_positives_value,"746 Berkshire Avenue, Pittsburgh, PA 15226."
false_positives_value,"22 ESATE OF AUDRE L. MANN, late of Derry Township, Dauphin County, PA (died: February 9, 2024)"
false_positives_value,47-00-00850-78-9.
false_positives_value,"4510 Bath Pike, Suite 201, Bethlehem, PA 18017 NORTHAMPTON COUNTY REPORTER Vol."
false_positives_value,0 0 3 8 0 9 0 4 9 0 0 2 4 4 4 7 8 3 8 2 6 4 6 1 I
false_positives_value,"23 16133; C. Caldwell, IPP."
false_positives_value,6/21/1995 AND RE- CORDED 6/22/1995 IN THE OFFICE OF THE RECORDER OF DEEDS IN DEED BOOK 327 AT PAGE 0478
false_positives_value,"resi- Kevin T. Tonczyczyn, Attorney SOLD AS THE PROPERTY OF: Jona- than Wallace and Svetlana Wallace."
false_positives_value,"Leslie Prescott, 12 Park Avenue, Needham, MA 02494."
false_positives_value,2023-CV- 7604-NT NOTICE is further given to all parties in interest and claimants.
false_positives_value,610-375-4591
false_positives_value,"708 Dogwood Hills Terrace, Newburgh, NY 12550, all persons indebted to the said estate are requested to make payment and those having claims to present same, without delay, to her or to her attorneys, MOULTON & MOULTON, P.C., 693 Route 739, St. 1, Lords Valley, PA 18428."
